-1.196999577225583700e+01,-8.039628190830967469e+00
-2.696141582404878534e+01,-6.962109425204636715e+00
-1.291584890992728418e+01,-1.378941481850682660e+00
2.247614404273854660e+01,2.066611607524322825e+00
-1.314663051098793467e+01,4.835322067202364238e+00
3.685173434329946929e+01,2.470103464647298352e+00
-9.067510587121370591e+00,-1.179763515853059941e+00
-2.288989077737613442e+01,-1.020943132744501991e+00
-2.358062551974612120e+00,1.240317329820594061e+00
2.283252010307058555e+01,1.705266116625992145e+00
-1.726543496551880352e+01,-5.356253749563224531e+00
-1.314326531374572893e+00,-6.240996077423228705e+00
-3.850828166857806423e+01,4.112201692451249002e+00
1.202456997094165203e+00,7.636012198157633435e-01
3.542549521102926491e+01,-1.285664196517195546e-01
1.646987685710048055e+00,-7.578747021969916453e+00
1.276898290067644481e+01,-7.044219373474897239e+00
2.727271001731263311e+01,1.130284825779275470e+00
2.959958918643136094e+00,-1.344595431440892996e+00
6.843345345505071009e+00,4.550917545696663069e+00
2.463430053595732971e+01,5.635947709219135682e-02
-1.604702162037627389e+00,1.563162256200411271e+00
-3.676824018056459664e+01,4.173525877082907343e+00
-4.998665953424594477e+01,-5.279428814151983396e+00
-5.124327356138845602e+00,1.628830987789004148e+00
-1.688320672681000190e+01,4.664294932625180579e+00
6.228361487238275984e+00,-7.308342684633577058e+00
2.881793633710607594e-01,-4.278072551022557235e+00
1.666073651599739236e+01,2.595581095654838855e+00
-3.532585920086217968e+00,1.695528693181553637e+00
-4.082147998343031503e+01,4.837363550197069095e+00
-7.190961315908982243e+00,-5.163323377850273843e+00
-1.105428769913393694e+01,6.064237559552480228e+00
9.124716397073605378e+00,1.863867963868907740e+00
-1.479004198954694260e+00,1.661823114501419063e+00
-1.968309435139029873e+01,5.270208605845373206e+00
1.241753573883057626e+01,-4.339084228047388692e+00
1.037449543096706961e+01,2.437379046957941497e+00
8.191463520577624280e+00,-9.652027554878328530e-01
5.330794171146642668e+00,-4.681603675074809345e+00
-2.746640277953947162e+01,4.613723309849339316e+00
-5.557888988981870781e+00,-4.395163980676283444e+00
6.662154116698451034e+00,-6.688435040966605349e+00
-2.315069426076797399e+01,5.046615740824522689e+00
1.126220803880260490e+01,-1.408216801680562957e-01
1.158122742482809286e+01,1.852606148491592997e+00
3.608117588823064992e+00,-8.164097252970929475e+00
1.235323962249998964e+01,-3.891036195994555413e+00
-1.763107804215827557e+01,-7.652811941531816764e+00
-1.073293438287191037e+01,-4.832476085700252888e+00
2.130760750977374940e+00,-7.179854630538940796e+00
1.195434789579097057e+01,2.382893755943625624e+00
-6.055937633373542184e+00,5.072490402139625765e+00
-6.638759214464072578e+00,-6.992223022151525136e+00
-2.031840078731833898e+01,5.144692617452483852e+00
1.675006130577786934e+01,-3.019970307370017704e+00
2.015400647827703295e+01,1.965431186050546675e+00
2.167932521895105324e+00,-6.541343528762644244e-01
-3.806517858609550942e+00,-2.339945033158735033e+00
8.366910169846569545e+00,-6.584798838707505375e+00
2.189405038379014456e+00,4.579264639045409702e+00
1.844890465513619304e+01,-4.043181408246512731e+00
1.274231875768158950e+01,2.300574720609575685e+00
2.092751735816133518e+01,1.350570016546465801e+00
2.319441221665890751e+01,2.292993668052894396e+00
